categoria,disponibilidade,preco_com_taxa,preco_sem_taxa,rating,titulo,url_imagem
Horror,12,48.64,48.64,1,Can You Keep a Secret? (Fear Street Relaunch #4),https://books.toscrape.com/media/cache/03/83/0383a7f9cce4ab8fa1c5db6e69b169c6.jpg
Romance,12,40.83,40.83,4,Dirty (Dive Bar #1),https://books.toscrape.com/media/cache/77/54/77540d564fb77611a18b57f12a910b73.jpg
Default,12,56.51,56.51,5,Eleanor & Park,https://books.toscrape.com/media/cache/15/58/1558d3175d91e870644b8029bac93e13.jpg
Politics,12,56.86,56.86,1,Equal Is Unfair: America's Misguided Fight Against Income Inequality,https://books.toscrape.com/media/cache/a6/3b/a63b2576d798c2041c602561499a26aa.jpg
Food and Drink,12,20.1,20.1,5,Everyday Italian: 125 Simple and Delicious Recipes,https://books.toscrape.com/media/cache/4e/eb/4eebc29c9f3885800e6ae2c62c836145.jpg
Nonfiction,12,41.46,41.46,4,Furiously Happy: A Funny Book About Horrible Things,https://books.toscrape.com/media/cache/28/4c/284c3b0cbb254825f5bfd60e89d936af.jpg
Mystery,12,11.84,11.84,1,Hide Away (Eve Duncan #20),https://books.toscrape.com/media/cache/b2/c5/b2c501b848bccd9cc375771f53c0fb6e.jpg
Mystery,12,54.36,54.36,4,Murder at the 42nd Street Library (Raymond Ambler #1),https://books.toscrape.com/media/cache/19/74/19748437aac103dbdeb1918062728726.jpg
Young Adult,12,54.65,54.65,4,No Love Allowed (Dodge Cove #1),https://books.toscrape.com/media/cache/41/e1/41e1fc6ac1122d77a6308544dba8c21e.jpg
Add a comment,12,15.71,15.71,4,One with You (Crossfire #5),https://books.toscrape.com/media/cache/98/f8/98f8b3354fc18ed6f42ff5c3f9b39056.jpg
Mystery,12,26.8,26.8,3,Poisonous (Max Revere Novels #3),https://books.toscrape.com/media/cache/8d/52/8d52227d29e03695ef755620078b7815.jpg
Horror,12,36.97,36.97,5,Psycho: Sanitarium (Psycho #1.5),https://books.toscrape.com/media/cache/91/98/9198cedbd37561f2aa343d3eb04ee703.jpg
Business,12,43.14,43.14,1,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,https://books.toscrape.com/media/cache/fe/1a/fe1afbd5caf79c3c957bfc5cf46f141e.jpg
Default,12,49.67,49.67,4,Raspberry Pi Electronics Projects for the Evil Genius,https://books.toscrape.com/media/cache/47/a4/47a4a73d7e52e43ea0550ddd5d9ed034.jpg
Nonfiction,12,21.21,21.21,3,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,https://books.toscrape.com/media/cache/17/95/17955609393fb4348e2321228d3e3e4f.jpg
Young Adult,12,48.05,48.05,2,Stars Above (The Lunar Chronicles #4.5),https://books.toscrape.com/media/cache/8f/22/8f221677f6d28eba048ebb505fcfd90a.jpg
Add a comment,12,11.88,11.88,3,The Children,https://books.toscrape.com/media/cache/b3/0b/b30bf2a60739293261c9a997c7ae2ef6.jpg
Nonfiction,12,59.9,59.9,3,The Diary of a Young Girl,https://books.toscrape.com/media/cache/eb/26/eb2622ca0a304963d3bac0efa1bad775.jpg
Fiction,12,56.54,56.54,2,The Dinner Party,https://books.toscrape.com/media/cache/a5/ad/a5ad88ff798c629eb24b19188c1ea902.jpg
Young Adult,12,14.44,14.44,5,The Epidemic (The Program 0.6),https://books.toscrape.com/media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg
Psychology,12,39.43,39.43,1,The Golden Condom: And Other Essays on Love Lost and Found,https://books.toscrape.com/media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg
Add a comment,12,59.15,59.15,4,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,https://books.toscrape.com/media/cache/39/a9/39a9cca83d84bff87903d4addbef4941.jpg
Nonfiction,12,33.26,33.26,2,The Lonely City: Adventures in the Art of Being Alone,https://books.toscrape.com/media/cache/79/66/79660d2683a90670aa014cae6e02b2dc.jpg
Add a comment,12,26.2,26.2,1,The Midnight Watch: A Novel of the Titanic and the Californian,https://books.toscrape.com/media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg
Womens Fiction,12,13.86,13.86,3,Will You Won't You Want Me?,https://books.toscrape.com/media/cache/b9/ef/b9efe934eaeb1f51ad31a971188d7bc3.jpg
Nonfiction,13,27.06,27.06,1,13 Hours: The Inside Account of What Really Happened In Benghazi,https://books.toscrape.com/media/cache/db/8d/db8dda82c57fd0c2b466d40c04ed6075.jpg
Food and Drink,13,11.53,11.53,2,My Kitchen Year: 136 Recipes That Saved My Life,https://books.toscrape.com/media/cache/70/48/7048787b6fdc04627217bf39465acb7e.jpg
Add a comment,13,37.86,37.86,4,Rook,https://books.toscrape.com/media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg
Fantasy,13,38.73,38.73,1,Searching for Meaning in Gailana,https://books.toscrape.com/media/cache/9e/b4/9eb4396139c421fc9f832011c68adb2c.jpg
Default,13,13.33,13.33,3,"The Three Searches, Meaning, and the Story",https://books.toscrape.com/media/cache/35/ec/35ec45c2c5ed5eceb29fe5823ee9744e.jpg
History,14,21.8,21.8,3,1491: New Revelations of the Americas Before Columbus,https://books.toscrape.com/media/cache/2d/d2/2dd235d80326531092c70e191d630c7d.jpg
Add a comment,14,55.51,55.51,1,A Brush of Wings (Angels Walking #3),https://books.toscrape.com/media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg
History,14,14.58,14.58,3,A Distant Mirror: The Calamitous 14th Century,https://books.toscrape.com/media/cache/d8/0a/d80ac19cd0aef94c5ac257b1eb3c1d37.jpg
Fiction,14,39.72,39.72,1,A Man Called Ove,https://books.toscrape.com/media/cache/e9/e2/e9e22f047d6733f6c9dbbb8bf5342b09.jpg
Add a comment,14,40.79,40.79,2,A People's History of the United States,https://books.toscrape.com/media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg
Add a comment,14,56.48,56.48,2,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",https://books.toscrape.com/media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg
Mystery,14,16.73,16.73,2,A Study in Scarlet (Sherlock Holmes #1),https://books.toscrape.com/media/cache/27/40/274003f2720f82844873945b87af6c19.jpg
Mystery,14,48.35,48.35,5,A Time of Torment (Charlie Parker #14),https://books.toscrape.com/media/cache/f1/37/f137a410ed7d6fcfce17d081caf97915.jpg
Nonfiction,14,56.37,56.37,5,Abstract City,https://books.toscrape.com/media/cache/5f/5e/5f5e2741d6c84f05fdd5adf8ba0d5642.jpg
Sequential Art,14,10.9,10.9,2,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",https://books.toscrape.com/media/cache/bd/b8/bdb8adf93cb0a6778930ccd543dd9b37.jpg
Historical,14,29.87,29.87,5,All the Light We Cannot See,https://books.toscrape.com/media/cache/a6/96/a696c1d6bb1ff8f65f51a116160b2aef.jpg
Sequential Art,14,48.8,48.8,3,Art Ops Vol. 1,https://books.toscrape.com/media/cache/36/36/3636bc73e33a70300d8265667373d622.jpg
Fiction,14,17.03,17.03,3,Balloon Animals,https://books.toscrape.com/media/cache/f3/fc/f3fc38185b3b6ede38fd9dea2590c01f.jpg
Food and Drink,14,50.62,50.62,5,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,https://books.toscrape.com/media/cache/4e/92/4e92fef6b2d96fb732480c484dcb1a98.jpg
Food and Drink,14,28.01,28.01,1,Barefoot Contessa Back to Basics,https://books.toscrape.com/media/cache/29/b1/29b1f537504f37527f1bf8182559684e.jpg
Sequential Art,14,32.01,32.01,2,Batman: Europa,https://books.toscrape.com/media/cache/dc/f7/dcf7314eb8526366ae9179d1f94bc78e.jpg
Nonfiction,14,49.32,49.32,5,Brain on Fire: My Month of Madness,https://books.toscrape.com/media/cache/03/2c/032c97318d71f028d40ab6f5d2ae023f.jpg
Nonfiction,14,37.8,37.8,4,Buying In: The Secret Dialogue Between What We Buy and Who We Are,https://books.toscrape.com/media/cache/db/36/db3686ef6b30490998c1b24dbdf730d8.jpg
Default,14,46.23,46.23,2,Carrie,https://books.toscrape.com/media/cache/6b/79/6b794e3dc0a32702b2132e2195f6c30f.jpg
Default,14,31.85,31.85,3,"Carry On, Warrior: Thoughts on Life Unarmed",https://books.toscrape.com/media/cache/d1/6b/d16b11b4c957d39bea33a43a96bf9e4c.jpg
Young Adult,14,50.83,50.83,3,Catching Jordan (Hundred Oaks),https://books.toscrape.com/media/cache/f4/8b/f48b76634af0040d4eea1ee896d3676b.jpg
Add a comment,14,20.29,20.29,4,Cell,https://books.toscrape.com/media/cache/03/da/03da11f81eda5e742df8a39e90c21c70.jpg
Default,14,47.27,47.27,1,City of Ashes (The Mortal Instruments #2),https://books.toscrape.com/media/cache/f0/90/f090a59e89a8d38bb1bcdc2137b18262.jpg
Default,14,43.28,43.28,1,City of Bones (The Mortal Instruments #1),https://books.toscrape.com/media/cache/7e/98/7e987ded586edb92faf57a0af78f1498.jpg
Default,14,11.23,11.23,4,City of Fallen Angels (The Mortal Instruments #4),https://books.toscrape.com/media/cache/21/46/2146903b83225c6a74b42a0f19a54e5d.jpg
Fantasy,14,56.02,56.02,4,City of Glass (The Mortal Instruments #3),https://books.toscrape.com/media/cache/10/66/106624e3f3bf865390255be16dfb71d8.jpg
Default,14,44.14,44.14,1,Clockwork Angel (The Infernal Devices #1),https://books.toscrape.com/media/cache/2f/9f/2f9ff4e4be85da448b02108171b54c3b.jpg
Add a comment,14,22.13,22.13,4,Code Name Verity (Code Name Verity #1),https://books.toscrape.com/media/cache/65/9a/659ada7d88e3bda8db70f7e5312a39e2.jpg
Fiction,14,11.21,11.21,5,Dear Mr. Knightley,https://books.toscrape.com/media/cache/e1/8d/e18dc724d16d7501dcaaa56bdb49c16d.jpg
Fantasy,14,37.51,37.51,5,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),https://books.toscrape.com/media/cache/b7/d5/b7d558f31dc9803aeb6c76009fdea5bc.jpg
Horror,14,40.12,40.12,2,Doctor Sleep (The Shining #2),https://books.toscrape.com/media/cache/30/05/30053f9d8549febc67059c52fca65744.jpg
Young Adult,14,55.35,55.35,1,Don't Get Caught,https://books.toscrape.com/media/cache/78/11/78112d48a74583a7acc24a2b46a9f59d.jpg
Health,14,54.07,54.07,2,"Eat Fat, Get Thin",https://books.toscrape.com/media/cache/a7/6b/a76b04d5de0b2f8f038c9ac27f4d2a42.jpg
Nonfiction,14,51.75,51.75,5,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",https://books.toscrape.com/media/cache/8e/93/8e93f7095bcb98006b620dae07ef5514.jpg
Fiction,14,14.39,14.39,4,Eight Hundred Grapes,https://books.toscrape.com/media/cache/5b/34/5b34d6d54467af2d5e44a5f91031adf2.jpg
Sequential Art,14,57.62,57.62,5,El Deafo,https://books.toscrape.com/media/cache/95/4b/954b63f24b0e4c1c5ce494b33f694b73.jpg
Fiction,14,27.09,27.09,3,Eligible (The Austen Project #4),https://books.toscrape.com/media/cache/0a/9a/0a9a0b211bee87b544bd97a8320a0b73.jpg
Default,14,46.47,46.47,3,Every Last Word,https://books.toscrape.com/media/cache/c8/2d/c82df316ba150c761cd0b42b05930697.jpg
Nonfiction,14,15.06,15.06,4,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",https://books.toscrape.com/media/cache/65/c4/65c4530fe298242e8b64c9ab8dd0c2d6.jpg
Art,14,49.05,49.05,3,Feathers: Displays of Brilliant Plumage,https://books.toscrape.com/media/cache/0a/d4/0ad48326a0d2dbda145c94e1d50ef673.jpg
Historical Fiction,14,45.84,45.84,3,Glory over Everything: Beyond The Kitchen House,https://books.toscrape.com/media/cache/06/ac/06ac98df817412ce2419c4509fa98c80.jpg
Religion,14,30.03,30.03,5,God: The Most Unpleasant Character in All Fiction,https://books.toscrape.com/media/cache/41/d8/41d8915a712c2a56f1c5182c11445551.jpg
Default,14,10.23,10.23,5,Greek Mythic History,https://books.toscrape.com/media/cache/b0/45/b04568c8b10a2aef00eaecafefac7ee0.jpg
Nonfiction,14,58.79,58.79,3,Hamilton: The Revolution,https://books.toscrape.com/media/cache/03/1f/031f508a4a8ef70743ea7e9d4f598d38.jpg
Romance,14,28.82,28.82,1,Hold Your Breath (Search and Rescue #1),https://books.toscrape.com/media/cache/3d/4d/3d4d8e92429144f6c807adc4b15b7f80.jpg
Humor,14,25.98,25.98,4,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,https://books.toscrape.com/media/cache/04/ab/04ab560690b2383512d2fdf4c6366b1e.jpg
Fantasy,14,29.65,29.65,1,Island of Dragons (Unwanteds #7),https://books.toscrape.com/media/cache/0f/65/0f6563cce3cc893cde20b088f6fd4107.jpg
Food and Drink,14,19.55,19.55,1,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",https://books.toscrape.com/media/cache/38/08/380869ceca4ab70f8620b02187bdf60a.jpg
Default,14,16.28,16.28,5,Lady Midnight (The Dark Artifices #1),https://books.toscrape.com/media/cache/bb/80/bb80ecf408c9ecf1cc3652fa8947d245.jpg
Nonfiction,14,26.79,26.79,5,Let It Out: A Journey Through Journaling,https://books.toscrape.com/media/cache/2c/15/2c157b05b7b7014be2a05a5bdeca80e7.jpg
Default,14,46.91,46.91,4,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",https://books.toscrape.com/media/cache/b3/20/b3201b03b2fd03915b1f85522be971af.jpg
Nonfiction,14,29.14,29.14,5,Looking for Lovely: Collecting the Moments that Matter,https://books.toscrape.com/media/cache/f8/c7/f8c761844f257fed04cce95f9506cba4.jpg
Music,14,18.03,18.03,1,Love Is a Mix Tape (Music #1),https://books.toscrape.com/media/cache/b2/43/b2430e3958014d962042a14a912151ac.jpg
Sequential Art,14,51.51,51.51,2,Lowriders to the Center of the Earth (Lowriders in Space #2),https://books.toscrape.com/media/cache/30/d0/30d033fe3d7be21522498ce2b30d58d6.jpg
Default,14,49.83,49.83,3,Luckiest Girl Alive,https://books.toscrape.com/media/cache/2d/61/2d6124f9d5328469e7ce5e4c04326ca5.jpg
Childrens,14,53.95,53.95,3,Luis Paints the World,https://books.toscrape.com/media/cache/34/1e/341e9af2106811a4ca8e56ce92762580.jpg
Business,14,38.85,38.85,5,Made to Stick: Why Some Ideas Survive and Others Die,https://books.toscrape.com/media/cache/1e/3e/1e3e1572e17ade03b21c44617fbc4d68.jpg
Add a comment,14,37.61,37.61,2,More Than Music (Chasing the Dream #1),https://books.toscrape.com/media/cache/e7/00/e7000cd6975d8932b9178de9386b944d.jpg
Fiction,14,28.9,28.9,1,Mr. Mercedes (Bill Hodges Trilogy #1),https://books.toscrape.com/media/cache/65/7f/657f9a3b7c0579c7fa499dddddd59422.jpg
Young Adult,14,40.36,40.36,1,My Kind of Crazy,https://books.toscrape.com/media/cache/2b/38/2b38dc9b90299a9755fb15bed3293342.jpg
Fiction,14,24.48,24.48,3,My Mrs. Brown,https://books.toscrape.com/media/cache/2d/a3/2da3464fa2010bebedfba9eca77e42be.jpg
Fiction,14,41.56,41.56,1,My Name Is Lucy Barton,https://books.toscrape.com/media/cache/28/db/28db43984c765a1d02fd3495f5c52eb6.jpg
Childrens,14,18.28,18.28,2,Once Was a Time,https://books.toscrape.com/media/cache/e6/5e/e65e45701ce6d2da8c5cf31d6208ff02.jpg
Self Help,14,52.15,52.15,3,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",https://books.toscrape.com/media/cache/7f/6b/7f6bfd0fc24b974b4d7721899e93aa2c.jpg
Horror,14,10.56,10.56,3,Pet Sematary,https://books.toscrape.com/media/cache/99/ef/99ef2f3987ee016bdd120a4579ef98f5.jpg
Poetry,14,50.89,50.89,5,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",https://books.toscrape.com/media/cache/68/92/68922093080c377fa521ba64d8d372e1.jpg
Childrens,14,23.57,23.57,3,Rain Fish,https://books.toscrape.com/media/cache/ea/1f/ea1f22fa3179f3f84fbadd24fe89a1fd.jpg
Sequential Art,14,25.48,25.48,2,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",https://books.toscrape.com/media/cache/7a/23/7a2319e460168eff8d91828ff380849c.jpg
Sequential Art,14,47.82,47.82,3,Robin War,https://books.toscrape.com/media/cache/08/e3/08e3fff11713d162620c920a2574e149.jpg
Poetry,14,46.78,46.78,4,salt.,https://books.toscrape.com/media/cache/c9/92/c9924f9637aef6d9fc8e165be62f69ee.jpg
Travel,14,48.87,48.87,3,See America: A Celebration of Our National Parks & Treasured Sites,https://books.toscrape.com/media/cache/c7/1a/c71a85dbf8c2dbc75cb271026618477c.jpg
Fiction,14,55.84,55.84,4,Shtum,https://books.toscrape.com/media/cache/63/62/63623a0b014b1f26e49aa61786e6e708.jpg
Sequential Art,14,35.43,35.43,4,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",https://books.toscrape.com/media/cache/53/ea/53ead08572cc44510da38edf559722d1.jpg
Contemporary,14,52.79,52.79,5,Someone Like You (The Harrisons #2),https://books.toscrape.com/media/cache/03/67/03672d82cd257167775d88568d2cce38.jpg
Science,14,44.74,44.74,4,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,https://books.toscrape.com/media/cache/5d/a5/5da545b9d44464af8b3d0a9511a050ca.jpg
Default,14,39.5,39.5,5,Steve Jobs,https://books.toscrape.com/media/cache/70/a4/70a49dbcdbbdbc8b7264d254d8197ecd.jpg
Fiction,14,26.41,26.41,3,Still Life with Bread Crumbs,https://books.toscrape.com/media/cache/a3/eb/a3ebe1ca5df0d3ff3e3d2b8fb8b2a551.jpg
Sequential Art,14,11.89,11.89,5,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),https://books.toscrape.com/media/cache/31/32/3132ce8535ec612bf8588a5bc62998d4.jpg
Nonfiction,14,45.58,45.58,1,Swell: A Year of Waves,https://books.toscrape.com/media/cache/7d/a6/7da658ca2d3fce1a9958fb754a179ba8.jpg
Thriller,14,39.24,39.24,1,The 14th Colony (Cotton Malone #11),https://books.toscrape.com/media/cache/5b/3e/5b3e36ce7c82e9dd8b416a23531c0121.jpg
Nonfiction,14,15.77,15.77,1,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,https://books.toscrape.com/media/cache/c4/d7/c4d78673f6228b246d5d547c29eaa58b.jpg
Fantasy,14,44.73,44.73,4,The Bane Chronicles (The Bane Chronicles #1-11),https://books.toscrape.com/media/cache/e9/fe/e9fed5b725a6badd26ef93175fdc248b.jpg
Young Adult,14,35.35,35.35,5,The Darkest Lie,https://books.toscrape.com/media/cache/3b/6a/3b6ae7b1d7736819f4f44605441e283e.jpg
Add a comment,14,48.78,48.78,1,The Dovekeepers,https://books.toscrape.com/media/cache/24/86/248641d1d03b4dbfe3a7db4e20552973.jpg
Fiction,14,25.85,25.85,3,The First Hostage (J.B. Collins #2),https://books.toscrape.com/media/cache/81/3e/813e1d11126330de52d9368e78d116cc.jpg
Thriller,14,13.82,13.82,2,The Guilty (Will Robie #4),https://books.toscrape.com/media/cache/7f/fd/7ffdc9c4b7bf965990c59460da9b66b7.jpg
Food and Drink,14,28.77,28.77,3,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,https://books.toscrape.com/media/cache/bc/eb/bceb609c54f7739682b319a27a5b9783.jpg
Fantasy,14,52.26,52.26,2,The Hidden Oracle (The Trials of Apollo #1),https://books.toscrape.com/media/cache/7c/55/7c550a26f03e12343d0c6b4474b3eb1e.jpg
Add a comment,14,40.67,40.67,2,The Immortal Life of Henrietta Lacks,https://books.toscrape.com/media/cache/92/4d/924d855a0ad5774410b0bb7c71afa788.jpg
Mystery,14,54.21,54.21,2,The Last Mile (Amos Decker #2),https://books.toscrape.com/media/cache/e6/dc/e6dcc8f75214eb14edc1ce09c98f3d71.jpg
Nonfiction,14,17.43,17.43,3,The Literature Book (Big Ideas Simply Explained),https://books.toscrape.com/media/cache/b7/95/b79552e4f08ebad6516f6ddefbb7bd92.jpg
Horror,14,23.4,23.4,1,The Loney,https://books.toscrape.com/media/cache/84/cc/84cc7f93a8c6c766a6297a23227e68e8.jpg
Humor,14,44.07,44.07,1,The Long Haul (Diary of a Wimpy Kid #9),https://books.toscrape.com/media/cache/b1/e6/b1e6c747381261cd6e60ac9d350c4bab.jpg
Psychology,14,10.4,10.4,1,The Lucifer Effect: Understanding How Good People Turn Evil,https://books.toscrape.com/media/cache/4b/2a/4b2a574e8382dcac92d046d30d2c27fc.jpg
Historical Fiction,14,28.08,28.08,4,The Marriage of Opposites,https://books.toscrape.com/media/cache/33/8e/338e196723f3fb10d5c6990fe54be61d.jpg
Default,14,16.88,16.88,3,The Power of Habit: Why We Do What We Do in Life and Business,https://books.toscrape.com/media/cache/03/be/03beffe578a7839374f7060639ce914d.jpg
Fantasy,14,46.02,46.02,5,The Star-Touched Queen,https://books.toscrape.com/media/cache/ac/1a/ac1a0546d9cdf6cd82ab7712a6c418df.jpg
Fiction,14,52.67,52.67,4,The Testament of Mary,https://books.toscrape.com/media/cache/06/a6/06a62270c0700ae3c537cf394cf145ee.jpg
Fiction,14,27.88,27.88,5,The Time Keeper,https://books.toscrape.com/media/cache/37/d1/37d108ff5b19028a52ddd73dba35d543.jpg
Romance,14,32.61,32.61,3,The Wedding Pact (The O'Malleys #2),https://books.toscrape.com/media/cache/21/53/21539e305aa09ec40b36daa43db3f2fe.jpg
Add a comment,14,25.91,25.91,5,The White Queen (The Cousins' War #1),https://books.toscrape.com/media/cache/11/40/11400b5532ad710359584a68db50f33c.jpg
Default,14,56.8,56.8,4,The Wright Brothers,https://books.toscrape.com/media/cache/51/98/51985c3a61a47b8de85239b9e3b2a938.jpg
Nonfiction,14,43.04,43.04,2,The Year of Magical Thinking,https://books.toscrape.com/media/cache/06/2a/062af372ae666a16fa7e67ced2d1187c.jpg
Young Adult,14,27.12,27.12,2,This Is Where It Ends,https://books.toscrape.com/media/cache/8e/dc/8edc314a67ed5ddad7bd0a2f30ad3238.jpg
Sequential Art,14,25.38,25.38,2,Through the Woods,https://books.toscrape.com/media/cache/ac/07/ac07aa5cfd42e6192bb801a749263bba.jpg
Childrens,14,22.08,22.08,2,Twenty Yawns,https://books.toscrape.com/media/cache/40/d7/40d7f9433c2f23370659c925a45fdcad.jpg
Default,14,45.95,45.95,2,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",https://books.toscrape.com/media/cache/e6/95/e6956bac63c9e1e6df6dac4db3a0ec0d.jpg
Young Adult,14,46.31,46.31,2,Until Friday Night (The Field Party #1),https://books.toscrape.com/media/cache/e1/24/e1249f72129bd4b788ffd0cdd7834c24.jpg
Default,14,37.1,37.1,4,V for Vendetta (V for Vendetta Complete),https://books.toscrape.com/media/cache/9d/3f/9d3f79bdbfe9a9caea353627b6685699.jpg
Childrens,14,12.96,12.96,5,Walt Disney's Alice in Wonderland,https://books.toscrape.com/media/cache/0f/65/0f65a1f2a3705c67b3d2a787ab3e8b99.jpg
Sequential Art,14,53.9,53.9,1,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",https://books.toscrape.com/media/cache/3e/61/3e611e2228ffe66b05f202cd3da0359c.jpg
Nonfiction,14,19.6,19.6,2,What's It Like in Space?: Stories from Astronauts Who've Been There,https://books.toscrape.com/media/cache/96/6f/966f1fe13d231041bb516c281a675646.jpg
Nonfiction,14,38.2,38.2,4,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,https://books.toscrape.com/media/cache/e3/d5/e3d59328474571d53aad7d07144e2ef0.jpg
Thriller,14,43.61,43.61,5,You (You #1),https://books.toscrape.com/media/cache/f2/f1/f2f19169771a8a8e1a4b72f22e799de8.jpg
History,14,24.7,24.7,3,Zealot: The Life and Times of Jesus of Nazareth,https://books.toscrape.com/media/cache/21/da/21dab5c065cfcde1bad7ded16a753102.jpg
Nonfiction,15,12.51,12.51,5,Agnostic: A Spirited Manifesto,https://books.toscrape.com/media/cache/66/03/6603ceb9ac44fb012f8bf54383bc0165.jpg
Default,15,50.54,50.54,5,Amatus,https://books.toscrape.com/media/cache/30/51/30512adbb6cba367d3f48e09a888da3c.jpg
Cultural,15,36.58,36.58,1,Amid the Chaos,https://books.toscrape.com/media/cache/8a/94/8a94b2ba501119af0d3520b94daf8c20.jpg
Default,15,18.46,18.46,3,Amy Meets the Saints and Sages,https://books.toscrape.com/media/cache/c3/6f/c36fd57aa9fc55ab3ea56b6e08b59c8d.jpg
Default,15,46.82,46.82,4,Anonymous,https://books.toscrape.com/media/cache/31/07/31070621fa42e300a9aab403293bad92.jpg
Default,15,15.48,15.48,2,Ayumi's Violin,https://books.toscrape.com/media/cache/43/78/4378757ed2632f2473e7455ae9717820.jpg
Sequential Art,15,15.38,15.38,5,Batman: The Dark Knight Returns (Batman),https://books.toscrape.com/media/cache/1e/38/1e381319aaf7cf69c27a5171520d53fe.jpg
Sequential Art,15,36.5,36.5,2,Batman: The Long Halloween (Batman),https://books.toscrape.com/media/cache/26/a6/26a6c3227af69348c542bc4e094279a4.jpg
Default,15,11.11,11.11,2,Beauty Restored (Riley Family Legacy Novellas #3),https://books.toscrape.com/media/cache/68/e8/68e81c5a221dcd71516b5711641f83ed.jpg
Nonfiction,15,27.43,27.43,2,Becoming Wise: An Inquiry into the Mystery and Art of Living,https://books.toscrape.com/media/cache/33/65/3365a493bba6856798437c3e341a1e5d.jpg
Nonfiction,15,30.8,30.8,3,Big Magic: Creative Living Beyond Fear,https://books.toscrape.com/media/cache/78/a6/78a64cdef1ea38f3ddcc77f5e3fac5fd.jpg
Spirituality,15,37.8,37.8,2,Chasing Heaven: What Dying Taught Me About Living,https://books.toscrape.com/media/cache/87/cd/87cd2aa5c4e38244ffcb17b84b0f6efd.jpg
Christian Fiction,15,49.46,49.46,4,Close to You,https://books.toscrape.com/media/cache/94/f4/94f4405dae04559ecdd92e62486623e3.jpg
Nonfiction,15,19.43,19.43,3,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",https://books.toscrape.com/media/cache/38/ea/38ea04e1e16ebef78fd2595771fe2287.jpg
Erotica,15,19.19,19.19,5,Dark Notes,https://books.toscrape.com/media/cache/1c/88/1c8807c42be085f3b061fe63f62a3c39.jpg
Default,15,34.95,34.95,4,Drive: The Surprising Truth About What Motivates Us,https://books.toscrape.com/media/cache/e9/48/e948a672efe721b408c8dd1f1f3ec529.jpg
Default,15,54.59,54.59,4,Eureka Trivia 6.0,https://books.toscrape.com/media/cache/e8/21/e821a2e8fe4431eb895e9d46fe68c32e.jpg
Sequential Art,15,41.62,41.62,4,"Fables, Vol. 1: Legends in Exile (Fables #1)",https://books.toscrape.com/media/cache/51/e4/51e472da0b7be65921345af6d4ca9e51.jpg
Fiction,15,53.53,53.53,5,Finders Keepers (Bill Hodges Trilogy #2),https://books.toscrape.com/media/cache/76/80/76804e1881b630a110794fef5aad02cf.jpg
Default,15,29.0,29.0,1,First Steps for New Christians (Print Edition),https://books.toscrape.com/media/cache/c6/50/c650e687398b368f4a16276f6d00144b.jpg
Horror,15,21.36,21.36,1,Follow You Home,https://books.toscrape.com/media/cache/bb/c0/bbc0bdad3ad7f390017ea66bb7019579.jpg
Young Adult,15,29.99,29.99,5,Frostbite (Vampire Academy #2),https://books.toscrape.com/media/cache/2a/2d/2a2d6ebcedeb7249a2a85fd1fbfd06e1.jpg
